nist_control_id,cmmc_l2_control_id,nist_family_code,nist_family_full_name,control_title,sprs_weight_1_3_5,sprs_family_per_dod_table,control_bin_pure_technical_pure_governance_hybrid_technical_hybrid_governance,is_hybrid_bin_yes_no,likely_na_boundary_questionnaire_yes_no,os_evidence_lane_collect_cui_evidence_v2_yes_no,os_support_level_STRONG_PARTIAL_na,os_evidence_files_pipe_separated,os_collector_note,azure_fedramp_pe_inheritance_lane_3_10_1_to_3_10_5_yes_no,azure_entra_seven_ui_lane_yes_no,cloud_lane_classification,governance_document_emphasis_heavy_or_ssp_reference,operational_register_ids_pipe_separated,operational_register_entries_required_yes_no,operational_register_cadence_hints_semicolon_separated,intelligence_disposition,intelligence_evidence_lanes_pipe,intelligence_cadence_type,intelligence_policy_doc_required_yes_no,intelligence_register_required_yes_no,intelligence_register_schema_id,intelligence_c3pao_examiner_note,intelligence_conmon_trigger,intelligence_na_rationale,validation_profile_codes_V_Z_C_D_E,validation_summary_for_cmm_c_platform,source_notes
3.13.3,SC.L2-3.13.3,SC,System and Communications Protection,Separate user functionality from system management functionality,1,System and Communications Protection,hybrid_technical,yes,no,yes,PARTIAL,policy/local-admins.txt|host/whoami-all.txt|policy/user-rights-assignments.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,control_monitoring,yes,control_monitoring=Weekly/monthly attestations + automated checks,partial,OS_collector|Governance_manifest,annual,yes,no,,Examiner will ask: can one person both make changes and approve them? Will look for evidence that IT operations and security monitoring are performed by different people.,Single individual found with both change-making and change-approval rights,,V+D+E,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.13.4,SC.L2-3.13.4,SC,System and Communications Protection,Prevent unauthorized and unintended information transfer,1,System and Communications Protection,hybrid_technical,yes,no,yes,PARTIAL,network/firewall-rules-summary.txt|network/smb-signing.txt|storage/removable-storage-policies.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,,no,,implemented,Azure_Gov_FedRAMP_or_Entra,continuous,no,no,,Examiner will ask: do you share infrastructure with other organizations? Azure Government single-tenant deployment answers this question.,CUI Vault resources moved to shared/multi-tenant environment,,V+D,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register),control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.13.5,SC.L2-3.13.5,SC,System and Communications Protection,Implement subnetworks for publicly accessible system components,5,System and Communications Protection,hybrid_technical,yes,no,yes,PARTIAL,network/listening-ports.txt|network/firewall-rules-summary.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,control_monitoring,yes,control_monitoring=Weekly/monthly attestations + automated checks,implemented,OS_collector|Azure_Gov_FedRAMP_or_Entra,continuous,no,no,,Examiner will review network diagrams (MAC-IT-306) and ask: how is CUI traffic segmented from other traffic? Will check subnet assignments and NSG rules.,CUI subnet NSG modified to allow access from non-CUI subnets,,V+D+E,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.13.6,SC.L2-3.13.6,SC,System and Communications Protection,Deny network communications traffic by default,5,System and Communications Protection,pure_technical,no,no,yes,STRONG,network/firewall.txt|network/firewall-rules-summary.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,ssp_reference_primary,,no,,implemented,OS_collector,continuous,no,no,,Examiner will verify the NSG has a deny-all rule as the lowest-priority rule. Will check that only specific approved ports are opened.,NSG deny-all rule deleted or moved to lower priority than allow rules,,V,Windows collector + validator (event-driven; schedule per org),control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.13.7,SC.L2-3.13.7,SC,System and Communications Protection,Prevent remote devices from simultaneously connecting to the system and other resources,1,System and Communications Protection,hybrid_governance,yes,yes,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,no,no,none,governance_package_heavy,control_monitoring,yes,control_monitoring=Weekly/monthly attestations + automated checks,implemented,OS_collector,continuous,no,no,,"Examiner will check VPN configuration settings. Will ask: when connected to VPN, does all internet traffic also go through VPN? Split tunneling disabled = all traffic routes through VPN.",VPN configuration changed to enable split tunneling,,D+E,Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.13.8,SC.L2-3.13.8,SC,System and Communications Protection,Implement cryptographic mechanisms to prevent unauthorized disclosure of CUI in transit,3,System and Communications Protection,pure_technical,no,no,yes,STRONG,crypto/fips.txt|crypto/tls-ciphersuites.txt|crypto/schannel-protocols.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,yes,azure_entra_7_only,ssp_reference_primary,control_monitoring,yes,control_monitoring=Weekly/monthly attestations + automated checks,implemented,OS_collector,continuous,no,no,,Examiner will check FIPS mode is enabled. Will verify TLS 1.0 and 1.1 are disabled. Will check SMB signing is required (not just enabled).,FIPS mode disabled or TLS 1.0/1.1 re-enabled,,V+Z+E,Windows collector + validator (event-driven; schedule per org) · Azure CLI / Entra export (export_azure_evidence.sh; monthly + on change) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.13.9,SC.L2-3.13.9,SC,System and Communications Protection,Terminate network connections after defined period of inactivity,1,System and Communications Protection,hybrid_technical,yes,no,yes,PARTIAL,network/firewall-rules-summary.txt|policy/machine-inactivity-limit.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,,no,,implemented,OS_collector,continuous,no,no,,Examiner will check RDP timeout values. Will verify VPN has an idle timeout configured.,RDP or VPN session timeout removed or set to unlimited,,V+D,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register),control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.13.10,SC.L2-3.13.10,SC,System and Communications Protection,Establish and manage cryptographic keys,1,System and Communications Protection,hybrid_technical,yes,no,yes,PARTIAL,crypto/fips.txt|crypto/schannel-protocols.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,control_monitoring,yes,control_monitoring=Weekly/monthly attestations + automated checks,implemented,Azure_Gov_FedRAMP_or_Entra|Governance_manifest,annual,yes,yes,audit_config,Examiner will ask: where are your encryption keys stored? Who has access? When were they last rotated? Azure Key Vault is the expected answer for a cloud deployment.,Key Vault access policy changed to allow unauthorized access or key rotation overdue,,V+D+E,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.13.11,SC.L2-3.13.11,SC,System and Communications Protection,Employ FIPS-validated cryptography,5,System and Communications Protection,pure_technical,no,no,yes,STRONG,crypto/fips.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,ssp_reference_primary,control_monitoring,yes,control_monitoring=Weekly/monthly attestations + automated checks,implemented,OS_collector,continuous,no,no,,"Examiner will check FIPS registry key value. Will verify no FIPS-prohibited algorithms are in use (MD5, SHA-1, DES, RC4).",FIPS registry key disabled or FIPS-prohibited algorithm found in use,,V+E,Windows collector + validator (event-driven; schedule per org) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.13.12,SC.L2-3.13.12,SC,System and Communications Protection,Prohibit remote activation of collaborative computing devices,1,System and Communications Protection,hybrid_technical,yes,no,yes,PARTIAL,network/rdp-policy.txt|network/rdp-tcp.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,control_monitoring,yes,control_monitoring=Weekly/monthly attestations + automated checks,not_applicable,Governance_manifest,one_time,no,no,,"Examiner will verify that no collaborative computing devices (Zoom Rooms, smart TVs, etc.) have access to CUI systems.",Collaborative device connected to CUI network,"No collaborative computing devices (smart TVs, video conferencing systems, interactive whiteboards) are within the CUI boundary. All CUI access is via managed Windows endpoints only.",V+D+E,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.13.13,SC.L2-3.13.13,SC,System and Communications Protection,Control and monitor the use of mobile code,3,System and Communications Protection,hybrid_technical,yes,no,yes,PARTIAL,apps/applocker-policy.txt|defender/defender-preferences.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,control_monitoring,yes,control_monitoring=Weekly/monthly attestations + automated checks,implemented,OS_collector|Governance_manifest,annual,yes,no,,Examiner will ask about browser security settings. Will check if there are restrictions on what websites can run mobile code.,Browser policy changed to allow unrestricted script execution,,V+D+E,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.13.14,SC.L2-3.13.14,SC,System and Communications Protection,Control and monitor the use of VoIP,3,System and Communications Protection,hybrid_governance,yes,yes,no,n/a,,Not in enclave OS manifest (37 controls) — use other lanes,no,no,none,governance_package_heavy,control_monitoring,yes,control_monitoring=Weekly/monthly attestations + automated checks,not_applicable,,na,no,no,,Examiner will verify VoIP is not in scope or that any VoIP used cannot carry CUI.,VoIP system deployed in CUI network without VoIP protection controls,No VoIP infrastructure within the CUI boundary. CUI is not transmitted via voice communications.,D+E,Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.13.15,SC.L2-3.13.15,SC,System and Communications Protection,Protect the authenticity of communications sessions,3,System and Communications Protection,hybrid_technical,yes,no,yes,PARTIAL,network/smb-signing.txt|crypto/fips.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,control_monitoring,yes,control_monitoring=Weekly/monthly attestations + automated checks,implemented,OS_collector,continuous,no,no,,Examiner will check SMB signing is set to Required (not just Enabled). Will verify TLS is configured for mutual authentication where applicable.,SMB signing changed from Required to just Enabled or disabled,,V+D+E,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.13.16,SC.L2-3.13.16,SC,System and Communications Protection,Protect CUI at rest,5,System and Communications Protection,pure_technical,no,no,yes,STRONG,storage/bitlocker-status.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,ssp_reference_primary,control_monitoring,yes,control_monitoring=Weekly/monthly attestations + automated checks,implemented,OS_collector,continuous,no,no,,Examiner will check BitLocker status on all drives. A single unencrypted drive is a finding. Will also check Azure storage encryption settings.,BitLocker protection suspended or a new volume found without BitLocker enabled,,V+E,Windows collector + validator (event-driven; schedule per org) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.14.1,SI.L2-3.14.1,SI,System and Information Integrity,"Identify, report, and correct system flaws in a timely manner",5,System and Information Integrity,pure_technical,no,no,yes,STRONG,host/hotfixes.txt|host/installed-software.txt|host/windows-update-policy.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,ssp_reference_primary,vuln_remediation|control_monitoring,yes,vuln_remediation=Continuous + patch/vuln cycle; control_monitoring=Weekly/monthly attestations + automated checks,partial,OS_collector|Governance_manifest,monthly,yes,yes,vuln_remediation,"Examiner will check: when was the last patch cycle? Are there critical patches missing? What is the patching schedule? Will look for evidence of consistent patching, not just ad-hoc.",Critical security patch missing more than 30 days after release without documented exception,,V+E,Windows collector + validator (event-driven; schedule per org) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.14.2,SI.L2-3.14.2,SI,System and Information Integrity,Provide protection from malicious code at appropriate locations,3,System and Information Integrity,pure_technical,no,no,yes,STRONG,defender/defender-status.txt|defender/defender-preferences.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,ssp_reference_primary,vuln_remediation|control_monitoring,yes,vuln_remediation=Continuous + patch/vuln cycle; control_monitoring=Weekly/monthly attestations + automated checks,implemented,OS_collector,continuous,no,no,,"Examiner will check Defender is enabled, real-time protection is on, and signatures are current. Outdated signatures (> 3 days) or disabled protection is a finding.","Defender disabled, real-time protection off, or signatures not updated in > 3 days",,V+E,Windows collector + validator (event-driven; schedule per org) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.14.3,SI.L2-3.14.3,SI,System and Information Integrity,Monitor system security alerts and advisories,3,System and Information Integrity,hybrid_technical,yes,no,yes,PARTIAL,defender/defender-status.txt|defender/defender-threat-detections.txt|audit/eventlog-security-sample.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,vuln_remediation|control_monitoring,yes,vuln_remediation=Continuous + patch/vuln cycle; control_monitoring=Weekly/monthly attestations + automated checks,implemented,OS_collector|Azure_Gov_FedRAMP_or_Entra,continuous,no,yes,audit_log_review,Examiner will ask: how do you receive and respond to security alerts? Will ask to see recent alert review records. A Defender alert with no response action is a finding.,Security alert review not performed in > 7 days or critical alert found with no response documented,,V+D+E,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.14.4,SI.L2-3.14.4,SI,System and Information Integrity,Update malicious code protection mechanisms,5,System and Information Integrity,pure_technical,no,no,yes,STRONG,defender/defender-status.txt|defender/defender-scan-ages.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,ssp_reference_primary,vuln_remediation|control_monitoring,yes,vuln_remediation=Continuous + patch/vuln cycle; control_monitoring=Weekly/monthly attestations + automated checks,implemented,OS_collector,continuous,no,no,,Examiner will check signature update date. Must be within 3 days. Will ask: how do you ensure signatures are always current?,Defender automatic updates disabled or signature age exceeds 3 days,,V+E,Windows collector + validator (event-driven; schedule per org) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.14.5,SI.L2-3.14.5,SI,System and Information Integrity,Perform periodic scans and real-time scans of files from external sources,5,System and Information Integrity,pure_technical,no,no,yes,STRONG,defender/defender-preferences.txt|defender/defender-scan-ages.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,ssp_reference_primary,vuln_remediation|control_monitoring,yes,vuln_remediation=Continuous + patch/vuln cycle; control_monitoring=Weekly/monthly attestations + automated checks,implemented,OS_collector,continuous,no,no,,Examiner will check that real-time scanning is enabled and that periodic full scans are scheduled and occurring.,Scheduled scans disabled or real-time scanning turned off,,V+E,Windows collector + validator (event-driven; schedule per org) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.14.6,SI.L2-3.14.6,SI,System and Information Integrity,Monitor systems to detect attacks and indicators of potential attacks,3,System and Information Integrity,pure_technical,no,no,yes,STRONG,audit/auditpol.txt|defender/defender-status.txt|network/listening-ports.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,ssp_reference_primary,vuln_remediation|control_monitoring,yes,vuln_remediation=Continuous + patch/vuln cycle; control_monitoring=Weekly/monthly attestations + automated checks,implemented,OS_collector|Azure_Gov_FedRAMP_or_Entra|Governance_manifest,continuous,yes,yes,control_monitoring,Examiner will ask: how do you know your security tools are working? Would you know if Defender was disabled on a machine? Show me your monitoring setup.,Security function monitoring alert disabled or monitoring gap exceeds 24 hours,,V+E,Windows collector + validator (event-driven; schedule per org) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
3.14.7,SI.L2-3.14.7,SI,System and Information Integrity,Identify unauthorized use of organizational systems,3,System and Information Integrity,hybrid_technical,yes,no,yes,PARTIAL,audit/eventlog-4625-failed-logons.txt|audit/eventlog-security-sample.txt|defender/defender-threat-detections.txt,Collect-Cui-Evidence-v2.ps1 bundle paths; validate_windows_server_hardening.py for OS 73 manifest alignment,no,no,none,governance_package_heavy,vuln_remediation|control_monitoring|incident_log,yes,vuln_remediation=Continuous + patch/vuln cycle; control_monitoring=Weekly/monthly attestations + automated checks; incident_log=Per incident + exercises/tests,implemented,OS_collector|Azure_Gov_FedRAMP_or_Entra,continuous,no,yes,audit_log_review,Examiner will ask: how would you know if someone was using the system in an unauthorized way? Will ask to see examples of unauthorized use detection.,Audit policy for logon failures disabled or UEBA features disabled,,V+D+E,Windows collector + validator (event-driven; schedule per org) · Policies / procedures / SSP governance (policy_review register) · Operational registers per cadence_hint in cmmc_l2_register_evidence_map,control_bin: control-bins.ts; os: os-evidence-nist-manifest.json; registers: cmmc_l2_register_evidence_map.v1.json; intel: control-intelligence.ts; titles: src/data/cmmc/nist_sp_800_171_control_titles.json + vault lineage
